"ncm","excecao","desc","ipi","concat_desc"
"84439199","","Outros ","0","Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios. - Partes e acessórios: -- Partes e acessórios de máquinas e aparelhos de impressão por meio de blocos, cilindros e outros elementos de impressão da posição 84.42 Outros Outros"
"84439911","","Mecanismos de impressão, mesmo sem cabeça de impressão incorporada ","6.5","Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios. - Partes e acessórios: -- Outros Mecanismos de impressão por impacto, suas partes e acessórios Mecanismos de impressão, mesmo sem cabeça de impressão incorporada"
"84439912","","Cabeças de impressão ","6.5","Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios. - Partes e acessórios: -- Outros Mecanismos de impressão por impacto, suas partes e acessórios Cabeças de impressão"
"84439919","","Outros ","6.5","Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios. - Partes e acessórios: -- Outros Mecanismos de impressão por impacto, suas partes e acessórios Outros"
"84439921","","Mecanismos de impressão, mesmo sem cabeça de impressão incorporada ","6.5","Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios. - Partes e acessórios: -- Outros Mecanismos de impressão por jato de tinta, suas partes e acessórios Mecanismos de impressão, mesmo sem cabeça de impressão incorporada"
"84439922","","Cabeças de impressão ","3.25","Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios. - Partes e acessórios: -- Outros Mecanismos de impressão por jato de tinta, suas partes e acessórios Cabeças de impressão"
"84439923","","Cartuchos de tinta ","3.25","Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios. - Partes e acessórios: -- Outros Mecanismos de impressão por jato de tinta, suas partes e acessórios Cartuchos de tinta"
"84439929","","Outros ","6.5","Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios. - Partes e acessórios: -- Outros Mecanismos de impressão por jato de tinta, suas partes e acessórios Outros"
"84439931","","Mecanismos de impressão, mesmo sem cilindro fotossensível incorporado ","3.25","Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios. - Partes e acessórios: -- Outros Mecanismos de impressão a laser, a LED (Diodos Emissores de Luz) ou a LCS (Sistema de Cristal Líquido), suas partes e acessórios Mecanismos de impressão, mesmo sem cilindro fotossensível incorporado"
"84439932","","Cilindros recobertos de matéria semicondutora fotoelétrica ","3.25","Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios. - Partes e acessórios: -- Outros Mecanismos de impressão a laser, a LED (Diodos Emissores de Luz) ou a LCS (Sistema de Cristal Líquido), suas partes e acessórios Cilindros recobertos de matéria semicondutora fotoelétrica"
"84439933","","Cartuchos de revelador (toners) ","3.25","Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios. - Partes e acessórios: -- Outros Mecanismos de impressão a laser, a LED (Diodos Emissores de Luz) ou a LCS (Sistema de Cristal Líquido), suas partes e acessórios Cartuchos de revelador (toners)"
"84439939","","Outros ","6.5","Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios. - Partes e acessórios: -- Outros Mecanismos de impressão a laser, a LED (Diodos Emissores de Luz) ou a LCS (Sistema de Cristal Líquido), suas partes e acessórios Outros"
"84439941","","Mecanismos de impressão, mesmo sem cabeça de impressão incorporada ","6.5","Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios. - Partes e acessórios: -- Outros Mecanismos de impressão por sistema térmico, suas partes e acessórios Mecanismos de impressão, mesmo sem cabeça de impressão incorporada"
"84439942","","Cabeças de impressão ","3.25","Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios. - Partes e acessórios: -- Outros Mecanismos de impressão por sistema térmico, suas partes e acessórios Cabeças de impressão"
"84439949","","Outros ","6.5","Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios. - Partes e acessórios: -- Outros Mecanismos de impressão por sistema térmico, suas partes e acessórios Outros"
"84439950","","Outros mecanismos de impressão, suas partes e acessórios ","6.5","Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios. - Partes e acessórios: -- Outros Outros mecanismos de impressão, suas partes e acessórios"
"84439960","","Circuitos impressos com componentes elétricos ou eletrônicos, montados ","9.75","Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios. - Partes e acessórios: -- Outros Circuitos impressos com componentes elétricos ou eletrônicos, montados"
"84439970","","Bandejas e gavetas, suas partes e acessórios ","6.5","Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios. - Partes e acessórios: -- Outros Bandejas e gavetas, suas partes e acessórios"
"84439980","","Mecanismos de alimentação ou de triagem de papéis ou documentos, suas partes e acessórios ","6.5","Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios. - Partes e acessórios: -- Outros Mecanismos de alimentação ou de triagem de papéis ou documentos, suas partes e acessórios"
"84439990","","Outros ","6.5","Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios. - Partes e acessórios: -- Outros Outros"
"84440010","","Para extrudar ","0","Máquinas para extrudar, estirar, texturizar ou cortar matérias têxteis sintéticas ou artificiais. Para extrudar"
"84440020","","Para corte ou ruptura de fibras ","0","Máquinas para extrudar, estirar, texturizar ou cortar matérias têxteis sintéticas ou artificiais. Para corte ou ruptura de fibras"
"84440090","","Outras ","0","Máquinas para extrudar, estirar, texturizar ou cortar matérias têxteis sintéticas ou artificiais. Outras"
"84451110","","Para lã ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas para preparação de matérias têxteis: -- Cardas Para lã"
"84451120","","Para fibras do Capítulo 53 ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas para preparação de matérias têxteis: -- Cardas Para fibras do Capítulo 53"
"84451190","","Outras ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas para preparação de matérias têxteis: -- Cardas Outras"
"84451200","","-- Penteadoras ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas para preparação de matérias têxteis: -- Penteadoras"
"84451300","","-- Bancos de estiramento (fusos) ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas para preparação de matérias têxteis: -- Bancos de estiramento (fusos)"
"84451910","","Máquinas para a preparação da seda ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas para preparação de matérias têxteis: -- Outras Máquinas para a preparação da seda"
"84451921","","Para recuperação de cordas, fios, trapos ou qualquer outro desperdício, transformando-os em fibras adequadas para cardagem ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas para preparação de matérias têxteis: -- Outras Máquinas para a preparação de outras matérias têxteis Para recuperação de cordas, fios, trapos ou qualquer outro desperdício, transformando-os em fibras adequadas para cardagem"
"84451922","","Descaroçadeiras e deslintadeiras de algodão ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas para preparação de matérias têxteis: -- Outras Máquinas para a preparação de outras matérias têxteis Descaroçadeiras e deslintadeiras de algodão"
"84451923","","Para desengordurar, lavar, alvejar ou tingir fibras têxteis em massa ou rama ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas para preparação de matérias têxteis: -- Outras Máquinas para a preparação de outras matérias têxteis Para desengordurar, lavar, alvejar ou tingir fibras têxteis em massa ou rama"
"84451924","","Abridoras de fibras de lã ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas para preparação de matérias têxteis: -- Outras Máquinas para a preparação de outras matérias têxteis Abridoras de fibras de lã"
"84451925","","Abridoras de fibras do Capítulo 53 ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas para preparação de matérias têxteis: -- Outras Máquinas para a preparação de outras matérias têxteis Abridoras de fibras do Capítulo 53"
"84451926","","Máquinas de carbonizar a lã ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas para preparação de matérias têxteis: -- Outras Máquinas para a preparação de outras matérias têxteis Máquinas de carbonizar a lã"
"84451927","","Para estirar a lã ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas para preparação de matérias têxteis: -- Outras Máquinas para a preparação de outras matérias têxteis Para estirar a lã"
"84451929","","Outras ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas para preparação de matérias têxteis: -- Outras Máquinas para a preparação de outras matérias têxteis Outras"
"84452000","","- Máquinas para fiação de matérias têxteis ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas para fiação de matérias têxteis"
"84453010","","Retorcedeiras ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas para dobragem ou torção, de matérias têxteis Retorcedeiras"
"84453090","","Outras ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas para dobragem ou torção, de matérias têxteis Outras"
"84454011","","Bobinadoras de trama (espuladeiras) ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis Bobinadoras automáticas Bobinadoras de trama (espuladeiras)"
"84454012","","Para fios elastanos ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis Bobinadoras automáticas Para fios elastanos"
"84454018","","Outras, com atador automático ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis Bobinadoras automáticas Outras, com atador automático"
"84454019","","Outras ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis Bobinadoras automáticas Outras"
"84454021","","Com velocidade de bobinado igual ou superior a 4.000 m/min ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis Bobinadoras não automáticas Com velocidade de bobinado igual ou superior a 4.000 m/min"
"84454029","","Outras ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis Bobinadoras não automáticas Outras"
"84454031","","Com controle de comprimento ou peso e atador automático ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis Meadeiras Com controle de comprimento ou peso e atador automático"
"84454039","","Outras ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis Meadeiras Outras"
"84454040","","Noveleiras automáticas ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis Noveleiras automáticas"
"84454090","","Outras ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis Outras"
"84459010","","Urdideiras ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Outras Urdideiras"
"84459020","","Passadeiras para liço e pente ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Outras Passadeiras para liço e pente"
"84459030","","Para amarrar urdideiras ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Outras Para amarrar urdideiras"
"84459040","","Automáticas, para colocar lamelas ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Outras Automáticas, para colocar lamelas"
"84459090","","Outras ","0","Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para a sua utilização nas máquinas das posições 84.46 ou 84.47. - Outras Outras"
"84461010","","Com mecanismo Jacquard ","0","Teares para tecidos. - Para tecidos de largura não superior a 30 cm Com mecanismo Jacquard"
"84461090","","Outros ","0","Teares para tecidos. - Para tecidos de largura não superior a 30 cm Outros"
"84462100","","-- A motor ","0","Teares para tecidos. - Para tecidos de largura superior a 30 cm, de lançadeiras: -- A motor"
"84462900","","-- Outros ","0","Teares para tecidos. - Para tecidos de largura superior a 30 cm, de lançadeiras: -- Outros"
"84463010","","A jato de ar ","0","Teares para tecidos. - Para tecidos de largura superior a 30 cm, sem lançadeiras A jato de ar"
"84463020","","A jato de água ","0","Teares para tecidos. - Para tecidos de largura superior a 30 cm, sem lançadeiras A jato de água"
"84463030","","De projétil ","0","Teares para tecidos. - Para tecidos de largura superior a 30 cm, sem lançadeiras De projétil"
"84463040","","De pinças ","0","Teares para tecidos. - Para tecidos de largura superior a 30 cm, sem lançadeiras De pinças"
"84463090","","Outros ","0","Teares para tecidos. - Para tecidos de largura superior a 30 cm, sem lançadeiras Outros"
"84471100","","-- Com cilindro de diâmetro não superior a 165 mm ","0","Teares para fabricar malhas, máquinas de costura por entrelaçamento (couture-tricotage), máquinas para fabricar guipuras, tules, rendas, bordados, passamanarias, galões ou redes e máquinas para inserir tufos. - Teares circulares para malhas: -- Com cilindro de diâmetro não superior a 165 mm"
"84471200","","-- Com cilindro de diâmetro superior a 165 mm ","0","Teares para fabricar malhas, máquinas de costura por entrelaçamento (couture-tricotage), máquinas para fabricar guipuras, tules, rendas, bordados, passamanarias, galões ou redes e máquinas para inserir tufos. - Teares circulares para malhas: -- Com cilindro de diâmetro superior a 165 mm"
"84472010","","Teares manuais ","0","Teares para fabricar malhas, máquinas de costura por entrelaçamento (couture-tricotage), máquinas para fabricar guipuras, tules, rendas, bordados, passamanarias, galões ou redes e máquinas para inserir tufos. - Teares retilíneos para malhas; máquinas de costura por entrelaçamento (couture-tricotage) Teares manuais"
"84472021","","Para fabricação de malhas de urdidura ","0","Teares para fabricar malhas, máquinas de costura por entrelaçamento (couture-tricotage), máquinas para fabricar guipuras, tules, rendas, bordados, passamanarias, galões ou redes e máquinas para inserir tufos. - Teares retilíneos para malhas; máquinas de costura por entrelaçamento (couture-tricotage) Teares motorizados Para fabricação de malhas de urdidura"
"84472029","","Outros ","0","Teares para fabricar malhas, máquinas de costura por entrelaçamento (couture-tricotage), máquinas para fabricar guipuras, tules, rendas, bordados, passamanarias, galões ou redes e máquinas para inserir tufos. - Teares retilíneos para malhas; máquinas de costura por entrelaçamento (couture-tricotage) Teares motorizados Outros"
"84472030","","Máquinas de costura por entrelaçamento (couture-tricotage) ","0","Teares para fabricar malhas, máquinas de costura por entrelaçamento (couture-tricotage), máquinas para fabricar guipuras, tules, rendas, bordados, passamanarias, galões ou redes e máquinas para inserir tufos. - Teares retilíneos para malhas; máquinas de costura por entrelaçamento (couture-tricotage) Máquinas de costura por entrelaçamento (couture-tricotage)"
"84479010","","Máquinas para fabricação de redes, tules ou filós ","0","Teares para fabricar malhas, máquinas de costura por entrelaçamento (couture-tricotage), máquinas para fabricar guipuras, tules, rendas, bordados, passamanarias, galões ou redes e máquinas para inserir tufos. - Outros Máquinas para fabricação de redes, tules ou filós"
"84479020","","Máquinas automáticas para bordar ","0","Teares para fabricar malhas, máquinas de costura por entrelaçamento (couture-tricotage), máquinas para fabricar guipuras, tules, rendas, bordados, passamanarias, galões ou redes e máquinas para inserir tufos. - Outros Máquinas automáticas para bordar"
"84479090","","Outras ","0","Teares para fabricar malhas, máquinas de costura por entrelaçamento (couture-tricotage), máquinas para fabricar guipuras, tules, rendas, bordados, passamanarias, galões ou redes e máquinas para inserir tufos. - Outros Outras"
"84481110","","Ratieras ","0","Máquinas e aparelhos auxiliares para as máquinas das posições 84.44, 84.45, 84.46 ou 84.47 (por exemplo, ratieras (maquinetas*), mecanismos Jacquard, quebra-urdiduras e quebra-tramas, mecanismos troca-lançadeiras); partes e acessórios reconhecíveis como exclusiva ou principalmente destinados às máquinas da presente posição ou das posições 84.44, 84.45, 84.46 ou 84.47 (por exemplo, fusos, aletas, guarnições de cardas, pentes, barras, fieiras, lançadeiras, liços e quadros de liços, agulhas, platinas, ganchos). - Máquinas e aparelhos auxiliares para as máquinas das posições 84.44, 84.45, 84.46 ou 84.47: -- Ratieras (Maquinetas*) e mecanismos Jacquard; redutores, perfuradores e copiadores de cartões; máquinas para enlaçar cartões após perfuração Ratieras"
"84481120","","Mecanismos Jacquard ","0","Máquinas e aparelhos auxiliares para as máquinas das posições 84.44, 84.45, 84.46 ou 84.47 (por exemplo, ratieras (maquinetas*), mecanismos Jacquard, quebra-urdiduras e quebra-tramas, mecanismos troca-lançadeiras); partes e acessórios reconhecíveis como exclusiva ou principalmente destinados às máquinas da presente posição ou das posições 84.44, 84.45, 84.46 ou 84.47 (por exemplo, fusos, aletas, guarnições de cardas, pentes, barras, fieiras, lançadeiras, liços e quadros de liços, agulhas, platinas, ganchos). - Máquinas e aparelhos auxiliares para as máquinas das posições 84.44, 84.45, 84.46 ou 84.47: -- Ratieras (Maquinetas*) e mecanismos Jacquard; redutores, perfuradores e copiadores de cartões; máquinas para enlaçar cartões após perfuração Mecanismos Jacquard"
"84481190","","Outros ","0","Máquinas e aparelhos auxiliares para as máquinas das posições 84.44, 84.45, 84.46 ou 84.47 (por exemplo, ratieras (maquinetas*), mecanismos Jacquard, quebra-urdiduras e quebra-tramas, mecanismos troca-lançadeiras); partes e acessórios reconhecíveis como exclusiva ou principalmente destinados às máquinas da presente posição ou das posições 84.44, 84.45, 84.46 ou 84.47 (por exemplo, fusos, aletas, guarnições de cardas, pentes, barras, fieiras, lançadeiras, liços e quadros de liços, agulhas, platinas, ganchos). - Máquinas e aparelhos auxiliares para as máquinas das posições 84.44, 84.45, 84.46 ou 84.47: -- Ratieras (Maquinetas*) e mecanismos Jacquard; redutores, perfuradores e copiadores de cartões; máquinas para enlaçar cartões após perfuração Outros"
